target_library,package_name,candidate_name,primary_category,component_kind,repo_count,file_count,priority,rationale,evidence_repos
shared-automation,@platphorm/automation,send-welcome-email,automation,script,1,1,medium,script classified as automation with reuse potential across 1 repositories and 1 files.,mbarbine__Scripts
shared-automation,@platphorm/automation,get-last-active-time-mailboxes,automation,script,1,1,medium,script classified as automation with reuse potential across 1 repositories and 1 files.,mbarbine__Scripts
shared-automation,@platphorm/automation,report-sporetention-policies,automation,script,1,1,medium,script classified as automation with reuse potential across 1 repositories and 1 files.,mbarbine__Scripts
shared-automation,@platphorm/automation,report-dlmemberships-counts,automation,script,1,1,medium,script classified as automation with reuse potential across 1 repositories and 1 files.,mbarbine__Scripts
shared-automation,@platphorm/automation,report-compliance-case-holds,automation,script,1,1,medium,script classified as automation with reuse potential across 1 repositories and 1 files.,mbarbine__Scripts
shared-automation,@platphorm/automation,find-orphan-one-drive-sites,automation,script,1,1,medium,script classified as automation with reuse potential across 1 repositories and 1 files.,mbarbine__Scripts
shared-automation,@platphorm/automation,report-user-inbox-count,automation,script,1,1,medium,script classified as automation with reuse potential across 1 repositories and 1 files.,mbarbine__Scripts
shared-automation,@platphorm/automation,find-bad-guests-from-blocked-domains,automation,script,1,1,medium,script classified as automation with reuse potential across 1 repositories and 1 files.,mbarbine__Scripts
shared-automation,@platphorm/automation,get-graph-permission,automation,script,1,1,medium,script classified as automation with reuse potential across 1 repositories and 1 files.,mbarbine__Scripts
shared-automation,@platphorm/automation,report-managed-identity-permissions,automation,script,1,1,medium,script classified as automation with reuse potential across 1 repositories and 1 files.,mbarbine__Scripts
shared-automation,@platphorm/automation,report-copilot-interactions,automation,script,1,1,medium,script classified as automation with reuse potential across 1 repositories and 1 files.,mbarbine__Scripts
shared-automation,@platphorm/automation,update-owasignatures,automation,script,1,1,medium,script classified as automation with reuse potential across 1 repositories and 1 files.,mbarbine__Scripts
shared-automation,@platphorm/automation,set-auto-reply-teams-groups,automation,script,1,1,medium,script classified as automation with reuse potential across 1 repositories and 1 files.,mbarbine__Scripts
shared-automation,@platphorm/automation,update-group-photos,automation,script,1,1,medium,script classified as automation with reuse potential across 1 repositories and 1 files.,mbarbine__Scripts
shared-automation,@platphorm/automation,remove-microsoft365-user-account,automation,script,1,1,medium,script classified as automation with reuse potential across 1 repositories and 1 files.,mbarbine__Scripts
shared-automation,@platphorm/automation,switch-licenses,automation,script,1,1,medium,script classified as automation with reuse potential across 1 repositories and 1 files.,mbarbine__Scripts
shared-automation,@platphorm/automation,add-teamsto-groups-expiration-policy,automation,script,1,1,medium,script classified as automation with reuse potential across 1 repositories and 1 files.,mbarbine__Scripts
shared-automation,@platphorm/automation,get-azure-adaccess-review-details-graph,automation,script,1,1,medium,script classified as automation with reuse potential across 1 repositories and 1 files.,mbarbine__Scripts
shared-automation,@platphorm/automation,search-audit-log-graph,automation,script,1,1,medium,script classified as automation with reuse potential across 1 repositories and 1 files.,mbarbine__Scripts
shared-automation,@platphorm/automation,audit-spooperations-by-user,automation,script,1,1,medium,script classified as automation with reuse potential across 1 repositories and 1 files.,mbarbine__Scripts
shared-automation,@platphorm/automation,find-azure-addirect-connect-sign-ins,automation,script,1,1,medium,script classified as automation with reuse potential across 1 repositories and 1 files.,mbarbine__Scripts
shared-automation,@platphorm/automation,report-stream-audit-events,automation,script,1,1,medium,script classified as automation with reuse potential across 1 repositories and 1 files.,mbarbine__Scripts
shared-automation,@platphorm/automation,find-targeted-collection-folders,automation,script,1,1,medium,script classified as automation with reuse potential across 1 repositories and 1 files.,mbarbine__Scripts
shared-automation,@platphorm/automation,analyze-mail-traffic-users,automation,script,1,1,medium,script classified as automation with reuse potential across 1 repositories and 1 files.,mbarbine__Scripts
shared-automation,@platphorm/automation,purge-compliance-search-items,automation,script,1,1,medium,script classified as automation with reuse potential across 1 repositories and 1 files.,mbarbine__Scripts
shared-automation,@platphorm/automation,report-teams-channel-email-addresses,automation,script,1,1,medium,script classified as automation with reuse potential across 1 repositories and 1 files.,mbarbine__Scripts
shared-automation,@platphorm/automation,report-plans,automation,script,1,1,medium,script classified as automation with reuse potential across 1 repositories and 1 files.,mbarbine__Scripts
shared-automation,@platphorm/automation,find-mail-items-accessed-audit-records,automation,script,1,1,medium,script classified as automation with reuse potential across 1 repositories and 1 files.,mbarbine__Scripts
shared-automation,@platphorm/automation,create-csvfiles-for-skus-and-service-plans,automation,script,1,1,medium,script classified as automation with reuse potential across 1 repositories and 1 files.,mbarbine__Scripts
shared-automation,@platphorm/automation,report-groups-teams-activity,automation,script,1,1,medium,script classified as automation with reuse potential across 1 repositories and 1 files.,mbarbine__Scripts
shared-automation,@platphorm/automation,report-delegated-permissions,automation,script,1,1,medium,script classified as automation with reuse potential across 1 repositories and 1 files.,mbarbine__Scripts
shared-automation,@platphorm/automation,mail-traffic-statistics,automation,script,1,1,medium,script classified as automation with reuse potential across 1 repositories and 1 files.,mbarbine__Scripts
shared-automation,@platphorm/automation,report-group-based-license-counts,automation,script,1,1,medium,script classified as automation with reuse potential across 1 repositories and 1 files.,mbarbine__Scripts
shared-automation,@platphorm/automation,get-bing-images-teams-backgrounds,automation,script,1,1,medium,script classified as automation with reuse potential across 1 repositories and 1 files.,mbarbine__Scripts
shared-automation,@platphorm/automation,check-shared-mailbox-quotas,automation,script,1,1,medium,script classified as automation with reuse potential across 1 repositories and 1 files.,mbarbine__Scripts
shared-automation,@platphorm/automation,decrypt-protected-spodocuments-graph,automation,script,1,1,medium,script classified as automation with reuse potential across 1 repositories and 1 files.,mbarbine__Scripts
shared-automation,@platphorm/automation,analyze-sensitivity-label-usage,automation,script,1,1,medium,script classified as automation with reuse potential across 1 repositories and 1 files.,mbarbine__Scripts
